conv_id,utterance_idx,context,prompt,speaker_idx,utterance,selfeval,tags
hit:6879_conv:13758,3,annoyed,I was at a restaurant and the waiter didn't serve us at all! She was so lazy! I was so dissapointed.,241,Yes! We got some free drinks basically!,4|5|4_5|5|5,
hit:1833_conv:3667,1,guilty,i once stole some beer from the store,271,i dont steal but i stole beer from a store once,4|4|5_5|5|5,
hit:8952_conv:17905,2,impressed,I got a new phone recently. It's so much nice and faster than my old one.,525,Oh nice!  What kind of phone did you get?,5|5|5_5|5|5,
hit:7778_conv:15557,4,nostalgic,I really took a trip down memory lane recently!  I went to my 10 year high school reunion!,567,That must have made you feel happy! I can tell!,5|5|5_4|4|5,
hit:8248_conv:16496,2,terrified,Wildfire blew a lot of smoke over our city_comma_ it was hard to see on the road,286,I hear those wildfires are getting really bad. I hope they don't affect you too badly.,5|5|5_5|5|5,
hit:2135_conv:4271,1,angry,I was at the store and I noticed someone cut in front of someone else in line.,152,I was at the store_comma_ and I saw someone cut in front of someone else in line which made me really upset.,5|5|5_5|5|4,
hit:4502_conv:9005,1,sad,Way back in the day we had this rabbit and I loved it so much. When it died I was so sad for weeks.,55,One of the saddest moments of my life was when my rabbit died.,5|5|5_5|5|5,
hit:6818_conv:13636,2,disgusted,When someone at work ruined our project and wasted my time it made me incredibly angry. I don't understand people who are just miserable and like to ruin things on purpose.,111,How'd they ruin it?,5|5|5_4|4|4,
hit:9076_conv:18153,4,proud,I cooked for 20 people. All thank to Youtube.,126,That sounds very good right now,5|5|5_4|5|5,
hit:11424_conv:22849,3,content,After I bought my house I felt happy about my life.,14,That is exactly how it went. Do you own a home?,5|4|5_5|5|5,
hit:1131_conv:2262,4,prepared,We are expecting bad weather here over the next few days so I stocked up on essentials.,126,I am not sure I am ever prepared,5|3|4_4|4|5,
hit:2312_conv:4625,1,proud,I was proud of my friend when he was the high school valedictorian_comma_ he did a great job!,10,I was proud of my friend when he was the high school valedictorian_comma_ he did a great job!,5|5|5_5|5|5,
hit:8978_conv:17956,5,guilty,I was doing this chat room thing_comma_ and I walked away for a minute.  One minute turned to ten_comma_ and the next thing I knew_comma_ the chatroom had expired_comma_ stranding the person waiting on me.,525,What elephant? This is a random chatroom experience that I had?,5|4|5_5|5|5,
hit:10304_conv:20609,2,caring,My grandmother became sick recently so I have taken some time off work to nurse her.,599,Oh no! I'm sorry to hear that. I hope she gets better.,5|5|5_5|5|5,
hit:6366_conv:12733,3,sad,I cried when I had to return to work after my vacation.,4,I will not be able to take another vacation until next year either.,5|5|5_5|5|5,
hit:7800_conv:15601,1,annoyed,I'm annoyed that many things are closed on Sundays.,225,I'm annoyed that many things are still closed on Sundays...like the federal reserve banking system.,5|5|5_5|5|5,
hit:2782_conv:5564,2,impressed,Im glad i'll be able to leave from work on time today,44,thats great_comma_ are you usually not able to?,5|5|5_5|5|5,
hit:3367_conv:6734,4,impressed,My daughter has been working hard on training her new puppy to get it ready to show. She has taught her many tricks.,445,wow she must be a really good dog owner_comma_ is this her first?,4|4|5_5|5|5,
hit:1637_conv:3275,4,jealous,Yesterday_comma_ my co-worker nabbed the promotion that I was in line for. I was quite mad.,269,I believe in you!!,5|5|5_5|5|5,
hit:989_conv:1978,1,sad,My dog passed away and I cried.,4,My dog passed away and I cried.,5|5|5_4|4|4,
hit:716_conv:1432,1,impressed,When I saw my brother come home from college for the first time_comma_ I was impressed with how he looked. He looked like a grown up and just more mature.,126,I was very impressed when my brother came home from college. He was more mature and looked like a grown up.,4|5|4_5|5|5,
hit:5985_conv:11971,1,anxious,I am receiving my work evaluation tomorrow. I am very nervous waiting for the results.,297,Tomorrow I will find out how I have been doing at work. I am really nervous.,5|5|5_5|5|5,
hit:7584_conv:15168,3,ashamed,I should never of lied about my job.,4,I didn't tell her_comma_ it was to my interviewer.,5|5|5_5|5|5,
hit:5579_conv:11159,4,excited,I finally get to go on vacation next week. I am so stoked. I have been looking forward to it for a long time.,514,good for you_comma_ send me a post card_comma_ enjoy,5|5|5_5|5|5,
hit:4066_conv:8132,2,sad,I feel for my ex again. I know he is no good. I am doomed,139,Dang_comma_ don't you hate when that happens. What did he promise you this time?,5|5|5_5|5|5,
hit:6499_conv:12998,2,surprised,I recevied an unexpected parcel this week.,217,Interesting. What was in it?,5|5|5_5|5|5,
hit:1297_conv:2594,3,angry,I am so mad that I couldn't go to Disneyland.,4,My flight got canceled and I couldn't get on another flight.,5|5|5_5|5|5,
hit:1331_conv:2663,5,guilty,One time I was slap boxing with a friend. We were in the school gym and there was plenty of space. My friend was backing up and accidentally stepped on a girl's face and she started crying.,303,She was_comma_ but still_comma_ we were kids_comma_ it had to have hurt. Anyway_comma_ thanks for listening_comma_ man!,5|5|5_5|5|5,
hit:6491_conv:12983,2,furious,i was pissed when i saw a dent in my car door,20,Oh no! Do you know who did it?,5|5|5_5|5|5,
hit:978_conv:1957,1,surprised,I was at home and at the last minute my father took me to the Yankee game.,4,I was at home and last minute my dad took me to the Yankees game.,5|5|5_5|5|5,
hit:907_conv:1814,2,afraid,I do not like the dark.,249,There are a bunch of people who really don't! I don't get really why people are afraid of it_comma_ though.,5|5|5_4|5|5,
hit:11605_conv:23211,2,furious,My bank ended up charging me hundreds of dollars for something i didn't do.,653,That is not good. Did they give you back your money? ,5|5|5_5|5|5,
hit:5766_conv:11533,3,hopeful,I'm really feeling good about my work evaluations and wishing for the best.,332,I'm in education administration. It's not the most exciting thing_comma_ but I enjoy it.,5|5|5_5|5|5,
hit:7197_conv:14394,1,content,I ate at the Olive Garden earlier.  I was impressed with my meal.,322,I ate at the Olive Garden earlier.,4|4|5_5|5|5,
hit:5014_conv:10028,1,anxious,Hurricane season is right around the corner and I'm a little worried about what it might produce.,286,Hurricane season is starting up and I'm a little worried about what it'll produce.,5|5|4_5|5|5,
hit:6804_conv:13608,4,grateful,I am so glad I have my brother. He's great to talk to,547,I am happy for you! I hope you keep being friends forever!,5|5|5_4|4|5,
hit:30_conv:61,2,anxious,I was reversing the car in the roadside. I had bumped into the car which was parked behind. I had to wait for so long to speak to the car owner,33,Oh no_comma_ that's terrible. Sorry you had to deal with that.,4|4|4_4|5|5,
hit:2996_conv:5993,2,excited,I can't wait to start my new job soon_comma_ it's going to be awesome!,262,Congratulations! What's the job?,5|5|5_5|5|5,
hit:7103_conv:14206,2,excited,Going to an MMA show tonight!,45,Why? Must be something fun and exciting going on?,5|5|5_5|5|5,
hit:6230_conv:12460,4,hopeful, A nice storm came through here today and totally knocked some piece off my cable dish. The cable is not working like at all_comma_ so I called the company and they said they will have someone out tomorrow to fix it. I feel off the grid right now.  ,1,That actually sounds nice though lol.,5|5|5_5|5|5,
hit:11914_conv:23828,1,devastated,My brother mark passed away. He died in a car crash.,375,I'm so upset right now.,4|5|5_5|5|5,
hit:11721_conv:23443,1,ashamed,I forgot to tip my bar waitress when I was drunk,389,Man I feel so dirty and bad,5|5|5_5|5|5,
hit:380_conv:760,1,sentimental,Realizing tonight how grown up our children are.  It won't be long before they are out of our house completely.,56,Being a bit teary-eyed tonight realizing how grown my children are.,5|5|5_5|5|5,
hit:4454_conv:8909,2,furious,Someone spray painted my car last week.  I am so angry about it.,63,what is wrong with people,4|5|5_5|5|5,
hit:1423_conv:2846,4,anticipating,Got a call that I won the weekend trip to New York. I've never been!,225,That should be a very fun trip for you.,5|5|5_5|5|5,
hit:1045_conv:2090,3,devastated,My cat is sick_comma_ I don't know what to do.,220,I hope so too_comma_ I'm going to miss Pants so much.,5|4|4_5|5|5,
hit:10200_conv:20400,3,prepared,When I went in for my first professional interview_comma_ I was ready for anything. I practiced interview questions_comma_ had a great resume_comma_ and a pretty snazzy outfit.,687,Pretty well I think! I had a solid resume_comma_ and I practiced ahead of time. It still isn't the same though when you're right there in the room and they're looking at you lol.,5|5|5_4|4|4,
hit:2071_conv:4142,3,proud,I felt so accomplished when I started my own business_comma_ it's still in the beginning phase but it's an awesome feeling.,77,It's an online service business with mine and my wife's original music therapy songs.,5|5|5_5|5|5,
hit:5175_conv:10351,4,annoyed,During a work meeting_comma_ I was presenting and two coworker keep talking to each other. It was bothering me.,220,Someone else should have looked out for you_comma_ though.,5|5|5_5|5|5,
hit:8022_conv:16044,3,sad,My dog died 5 minutes ago. I am so distraught.,209,I think you are right. I am so upset that I am afraid that I am going to electrocute myself with all the tears splashing on my keyboard.,5|5|5_5|5|5,
hit:3925_conv:7850,2,trusting,I knew my dad was going to pick me up at school. He always kept his woprd,284,I love a person of their word he is a great father keeping his word.,4|5|5_5|3|5,
hit:5453_conv:10907,3,surprised,I recently tried snacks from Korea and was amazed by how good it was! ,286,They have salted seaweed that is crunchy and sort of like a potato chip. It's really good!,5|5|5_5|5|5,
hit:682_conv:1364,3,guilty,Yesterday I passed a beggar while walking on the street and I didn't give him any money.,203,Yes_comma_ I didn't give him any money because I was in a hurry and afterward I felt bad about it.,4|4|4_5|5|5,
hit:1030_conv:2060,4,guilty,Sometimes even though I have a girlfriend_comma_ I wonder what it'd be like to be with someone else.,238,yea_comma_ everyone probably does at one point or another.,3|3|3_5|5|5,
hit:3210_conv:6421,3,anticipating,Going camping next weekend. I haven't hung out with my friends in so long.,1,To a city named Scotland. Their pier is supposed to be very beautiful.,5|5|5_4|5|5,
hit:4038_conv:8077,2,proud,Recently my 18  month old has started repeating words so much more clearly.... makes me so happy!,139,That is awesome. Your kiddo will be talking your ear off in no time.,5|5|5_5|5|5,
hit:9899_conv:19799,4,furious,My dog pooped in the house the other day,375,Awe is it too warm out? Keep him inside more.,5|5|5_4|44|4,
hit:2913_conv:5827,3,proud,I am satisfied with my performance in a video games this morning. I am starting to be patient more.,269,No_comma_ just playing patient and not doing anything rash.,5|5|5_5|5|5,
hit:5629_conv:11259,4,joyful,I found a new restaurant_comma_ and they charge about $5 per dish.,209,That sounds incredibly tasty. I think I will have to go there.,2|2|2_5|5|5,
hit:7702_conv:15404,5,disgusted,1,244,Trash comes tomorrow morning.,5|5|5_5|5|5,
hit:8508_conv:17016,2,anticipating,I am excited for the new super smash bros_comma_ I cannot wait any longer,375,When does it come out?,5|5|5_4|5|4,
hit:6967_conv:13934,4,excited,i am going to a concert on sunday and i cant wait,1,Don't know who they are.,5|5|5_5|5|5,
hit:3864_conv:7728,3,excited,A new amusement park is going to open near me. I won't have to drive an hour to the nearest one anymore.,1,I love it! It's so much fun. I didn't go often because of the distance.,5|5|5_5|5|5,
hit:7477_conv:14955,3,terrified,There is a gang selling drugs at the corner of my street. I am afraid to walk around.,7,The police is aware of the situation but they are doing nothing.,5|5|5_5|4|5,
hit:11245_conv:22491,3,devastated,I'm so so sad. My cat that i had for 15 years just died. ,390,It was a Siamese cat. It's been a week and I can't stop crying. ,5|5|5_5|5|5,
hit:4012_conv:8025,4,guilty,I felt so bad when I ate all of the Christmas cookies I baked. I didn't save any for my neighbors. They were just so good!,485,LOL.  Do you really think so?  That has happened to me before.  Sometimes_comma_ it's just too hard to pass up.  Thank you for sharing.  ,5|5|5_5|4|5,
hit:9432_conv:18864,2,trusting,I told my friend my deepest secret,340,Well_comma_ it is good you have a friend that is so close to you that you feel comfortable sharing with them. ,5|5|5_5|5|5,
hit:150_conv:300,4,impressed,My brother recently applied to an Ivy League school. We just found out he was accepted.,62,How old is he?,5|5|5_5|5|5,
hit:3876_conv:7753,3,surprised,I woke up to breakfast in be this morning.,445,Scrambled eggs are my favorite.  Especially because I ate them so much in college.,5|5|5_4|5|5,
hit:8680_conv:17361,4,embarrassed,I forgot what I was saying during my speech at work.  I felt so humiliated. ,294,I am so sorry that happened to you.  Will you get another crack at it sometime?,5|5|5_5|5|5,
hit:7560_conv:15120,2,prepared,I have done lots of research for my interview next week,4,What is the interview for?,5|5|5_5|5|5,
hit:11395_conv:22790,2,apprehensive,My husband and I decided to get another dog. I was really nervous to tell his parents about it because sometimes they can be a bit judgmental of our decisions. I wasn't sure how they would react to knowing we'd already put a deposit down.,748,Haha why is that? Do you already have too many?,5|5|5_5|5|5,
hit:4355_conv:8711,1,anxious,I am ready for my birthday next week.,4,I am ready for my birthday next week.,5|5|5_4|5|5,
hit:2427_conv:4854,5,apprehensive,I always get a little scared when moving into a new neighbor hood. I didn't have any problems the last time though.,27,Yeah. Im weird. ,5|5|5_5|5|5,
hit:10842_conv:21684,3,excited,I'm so ready to go camping this weekend! I'm all packed up and we are heading to the beach for the weekend.,381,Getting a tan! My skin has barely seen the sun all summer long_comma_ I'm ready to bask in the sunlight!,4|4|5_5|5|5,
hit:1419_conv:2838,3,prepared,I've been practicing speaking in front of people for 4 months now. I think I'm ready for open mic night.,1,I'm going to tell some jokes and hopefully don't freeze up. I'm pretty shy in front of people!,5|5|5_5|5|5,
hit:4916_conv:9832,3,surprised,I saw a car crash the other day,63,i think so but i was shocked,5|5|5_2|4|5,
hit:7109_conv:14218,3,surprised,I still am in disbelief ACDC is coming back.,4,Yes_comma_ hopefully they will tour next year.,5|5|5_5|5|5,
hit:4385_conv:8770,1,terrified,"I was riding my bike the other day when I heard a creepy voice come out of some bushes. It said ""come over here I need to tell you something"".",139,"I was riding my bike yesterday near some woods. I heard a creepy voice say ""come closer I need to tell you something"".",5|5|5_5|5|5,
hit:5759_conv:11518,4,disgusted,A guy in a TV programme last night ate a live squid!,329,I can't imagine that,5|2|2_5|5|5,
hit:12289_conv:24579,2,surprised,Been making a lot of money off of my hobby lately. I think this thing might take off and I can quit my day job... I had no idea that would happen_comma_ or that people would enjoy my work enough to do that.,669,What kind of hobby do you have?,4|5|5_5|5|5,
hit:9785_conv:19571,4,jealous,"My ex girlfriend was talking to a guy ""friend"". It made me uneasy",7,Are you still seeing him?,5|5|5_5|5|5,
hit:5892_conv:11784,3,furious,Some one told a lie about me,329,He was a friend,5|5|5_1|3|5,
hit:5343_conv:10686,3,excited,im getting a new fridge tomorrow ,11,For real! I was surprised but im so happy. This ones been spoiling my food. ,5|5|5_5|5|5,
hit:1526_conv:3053,1,surprised,WHen i turned thirty_comma_ my husband planned a huge surprise party at the beach. I was shocked!,235,When I turned 30_comma_ my husband planned a huge surprise party at the beach.  It was amazing!,5|5|5_5|5|5,
hit:8846_conv:17692,2,grateful,My friend got me an interview at his company. They called me today and I got the job. I am so happy he thought of me.,43,How nice of him!! you should be thankful to him!!,5|5|5_4|4|4,
hit:3285_conv:6571,1,furious,I was in a car accident and it was my new car and it got him. I am so angry.,332,I feel very angry right now.,5|4|5_4|5|5,
hit:10109_conv:20218,4,ashamed,I was working on a project with some coworkers. I decided to steal someone else's work and pass it off as my own. This made me feel very bad later on.,410,Oh no! Really? Were they upset?,5|5|5_5|5|5,
hit:10940_conv:21880,2,joyful,My son placed third in his jiu-jitsu competition.  I was so happy for him.,725,How exciting! You must be so proud of him. What an accomplishment!,5|5|5_5|5|5,
hit:4089_conv:8178,2,devastated,I found out that my girlfriend has been cheating on me.  I am so hurt right now.,262,He sucks,4|4|5_5|5|5,
hit:4761_conv:9522,7,jealous,A co-worker got a promotion over me,244,I'm thinking its time for a new job.,5|5|5_5|5|5,
hit:11481_conv:22963,1,devastated,The first time I took the SAT my score was so much lower than I thought that I paid for a class after a week of depression.,827,I bombed so bad on my first attempt at the SAT that i didn't talk for a week and paid 150 bucks for a prep course,4|4|4_4|3|4,
hit:5921_conv:11842,4,disgusted,My partner left her dishes unwashed after having dinner yesterday. I was very frustrated,536,Oh_comma_ I understand. Have you talked to her about how you feel about it?,4|5|5_4|5|5,
hit:1664_conv:3328,4,apprehensive,I was nervous when I was trying to drive where I wasn't familiar,4,Did you use GPS?,5|5|5_5|5|5,
hit:369_conv:738,3,anticipating,I have a very hard time with job interviews. Every time I have one I get really nervous_comma_ and the closer I get to the interview the worse I feel.,130,Right! It is everything leading up to it that is the worst. The interview itself is never so bad.,5|5|5_5|5|5,
hit:771_conv:1542,2,caring,I dreamed that I had took in a family of cats. It made me feel good.,119,Must've been a pretty vivid dream,5|5|5_5|5|5,
hit:7435_conv:14870,1,disgusted,I saw a giant flying roach on the front porch.,244,I saw a giant flying roach on the front porch.,5|5|5_5|4|5,
hit:6959_conv:13919,4,faithful,My job is going through a tough time_comma_ but I'm going to stick with them.,123,If you find a place that cares for their people_comma_ stay with them!,5|5|5_5|5|5,
hit:4889_conv:9778,4,angry,when a car almost hit me ,49,Thank goodness you are ok though. That could have been really_comma_ really bad.,5|5|5_5|5|5,
hit:7064_conv:14129,4,angry,My partner dropped my newly bought phone into the ground and the screen got a crack line on it. I had just bought it and now this,4,Will she give you any money for the repair?,4|5|5_5|5|5,
hit:6960_conv:13921,2,prepared,I've been practicing this piece for months. I think I'm ready to play it in front of everyone.,524,what are you playing?,5|5|5_5|5|5,
hit:1523_conv:3046,1,sentimental,I get sad when I think of my aunt. I wish she was still here,126,I miss my aunt. I wish she was still here,4|4|5_5|5|5,
hit:3563_conv:7127,2,furious,it upset me to see that my dog to loose the other day,269,Wait_comma_ what happened?,5|5|5_5|5|5,
hit:6995_conv:13991,3,afraid,the braves are really good_comma_ i am hoping they dont blow it,524,i do_comma_ and it is very nice!,5|5|5_5|5|5,
hit:8695_conv:17391,4,anticipating,I can't wait to go the cinema this weekend. I'm really excited.,322,That looks really exciting!,5|5|5_5|5|5,
hit:8726_conv:17453,1,excited,My favorite bakery is making donuts in a few hours.  I can't wait to get some.,322,My favorite bakery is making donuts in a few hours.,5|5|5_5|5|5,
hit:1271_conv:2543,3,surprised,When someone stole my lawn mower.,296,I think they all are. At least 100 or 200. I was shocked because I have a fenced in yard and dogs people are scared of- They WILL bite and are big- They were very brave and stupid.,5|5|5_4|4|4,
hit:7406_conv:14812,4,jealous,it upset me to see my brother pulling up a new BMW,481,Oh wow_comma_ that is low! Hate men like that_comma_ that won't support their children.,5|5|5_4|4|4,
hit:7345_conv:14690,3,hopeful,Hoping this next week is going to be a good paying work week too! It's been a stellar past 2 weeks and I love it!,296,I work online doing various tasks for different companies. It's been a stellar past 2 weeks and I love it!,4|3|3_1|1|1,
hit:2705_conv:5411,5,hopeful,I was thinking I will make a profit in my business,329,But the business did not go well as planned,5|5|5_1|1|1,
hit:9730_conv:19461,4,sad,My friends dog ran away.  we looked for him all day but we couldnt find him.  I was pretty upset about it,478,Well keep looking and maybe check the local animal shelters if you haven't already.,5|5|5_5|5|5,
hit:10751_conv:21502,1,confident,I knew I was going to place in the track meet. The top three qualified for the olympic games. I had prepared for years for it.,408,I was so prepared for the track meet. I spent the previous 4 years getting ready for it.,5|5|5_5|5|5,
hit:2637_conv:5274,3,terrified,About 15 years ago_comma_ I was a passenger on a flight which had to make an emergency landing. It was the most frightening experience of my life,207,Well yes_comma_ to the whole plane actually. There was trouble with one engine but fortunately we managed to land safely,5|5|5_5|5|5,
hit:9066_conv:18133,4,afraid,i was scared walking home the other night,126,That does sound a little scary,5|5|5_4|5|4,
hit:11413_conv:22827,8,trusting,I lend money to a friend. I needed the money back by next month and I got it back.,748,I am sure that knarma is coming back soon ;),5|5|5_5|5|5,
hit:549_conv:1098,3,caring,My nephew dropped his ice cream on the ground and started crying. His older brother gave him his ice cream.,167,Yes but then my older nephew realized he had no ice cream so he picked up the one out of the dirt and ate it.,5|5|5_5|5|5,
hit:10622_conv:21245,2,apprehensive,Starting a new job is so nerve wracking but exciting at the same time.,138,That's great. I hope you do well in your new job.,4|5|5_5|5|5,
hit:6109_conv:12219,4,impressed,My close co-worker recently got a promotion at work. I am so proud of what they've done.,126,Oh that sounds pretty nice,4|5|5_3|4|4,
hit:4146_conv:8293,2,angry,Someone broke my window to my cat room and pushed in the screen. It makes me furious more than anything,43,Oh no_comma_ How did happen? ,3|5|5_5|4|4,
hit:3797_conv:7595,1,disappointed,I thought I won a lot of money in a lottery_comma_ but I was just reading the ticket wrong.,100,I thought I won a lot of money in a lottery_comma_ but I was just reading the ticket wrong.,5|5|5_5|5|5,
hit:8056_conv:16112,4,afraid,My dog pooped on the rug today. I am so scared to pick it up.,282,May I recommend gloves?  Thick gloves.  And a lot of carpet cleaner.,5|5|5_5|5|5,
hit:8038_conv:16076,2,terrified,My dog pooped on the rug. I am scared to go clean it up.,301,I hate when that happens.  I bet that smelled great.,5|5|5_5|5|5,
hit:643_conv:1287,3,embarrassed,It was really icy outside one day at school and I was walking to lunch. Even though I tried really hard not to slip on the ice_comma_ I did and people stared at me while I got back up. I cringe when I think about that.,55,Yeah definitely_comma_ at least most of the time.,4|5|5_4|4|4,
hit:11806_conv:23613,1,furious,This new printer at work is SO AWFUL_comma_  I HATE IT,389,Man. This printer is GETTING ON MY NERVES!!,5|5|5_5|5|5,
hit:8912_conv:17824,2,content,I ate at my favorite restaurant earlier and was feeling better than ever afterwards!,35,Awesome_comma_ what kind of restaurant is it?,5|5|5_5|5|5,
hit:6316_conv:12632,5,disappointed,I overslept on my kids first day. I feel terrible,27,yep. It wont happen again. ,5|5|5_5|5|5,
hit:10821_conv:21642,6,trusting,I've had a slight financial struggle recently. I don'tdon't see a way to get out of it  I've got to put my trust in God now. ,774,Well I have never heard of God helping with financial situations but perhaps if you pray and scrape together enough money for a ticket to Las Vegas all your troubles will be gone,5|3|5_4|4|5,
hit:7214_conv:14428,1,trusting,i always believe in my parents what they tell as they do everything for my good ,586,i have lot of hope on my parents i just left my boy friend because of my mother,4|4|5_5|5|5,
hit:9273_conv:18546,2,jealous,I really want to look like those girls on instagram but it's not attainable,243,I know what you mean. I feel the same sometimes but honestly it's not realistoc,5|5|5_5|5|5,
hit:1945_conv:3891,4,impressed,my neighboor just bought an expensive mercedes,11,that sounds really childish of him lol ,5|4|5_3|3|1,
hit:8032_conv:16064,2,anxious,I'm so worried I will fail my Chemistry test. I just can't remember all the elements.,209,Have you been studying? If you do that_comma_ I am sure you won't fail.,5|5|5_5|5|5,
hit:823_conv:1647,4,excited,I got to go and see my favorite comedian live in concert. I was really looking forward to this.,209,I'm a huge fan of casinos! My favorite game is blackjack. What's yours?,4|4|4_5|5|5,
hit:3584_conv:7169,1,proud,I'm proud of my wife. She is about to start her Master's program!,452,My wife is about to start her Master's program and I'm very proud of her. I like how much ambition she has.,5|5|5_5|4|5,
hit:1540_conv:3080,1,sentimental,I miss my gramma so much,75,I miss my gradma so much,I have clicked the 'End Chat' button thank you!|4|5_5|5|5,
hit:8944_conv:17888,4,proud,I climbed to the top of the cargo rope.,111,Doesn't sound too bad,5|5|5_4|4|4,
hit:6965_conv:13931,2,excited,So stoked to go to the beach in a couple weeks!!,1,That's great! Where ya headed?,5|5|5_5|5|5,
hit:75_conv:150,1,anticipating,Had a interview yesterday. I think it went pretty well. I hope I get the job.,1,Had a interview yesterday. I think it went pretty well. I hope I get the job.,5|5|5_5|5|5,
hit:5970_conv:11940,2,surprised,My lottery ticket hit a bumper prize. It took my breathe away.,506,How much is that?,5|5|5_5|5|5,
hit:8307_conv:16615,2,sad,I keep seeing a poor little black kitty running around outside every night. You can tell they are hungry. He won't come near me and my house can't hold another cat.,286,Oh no_comma_ he's probably lost. Maybe you should take him in and feed him.,5|5|5_5|5|5,
hit:3928_conv:7856,4,proud,My niece is visiting and we have a pool.  She has not had access to a pool for most of her childhood ad does not know how to swim.  She is figuring it out very quickly though and her confidence is increasing as her skills do.  It's very exciting to watch her skills and confidence soar and she feels it too.,238,keep up the good work.,5|5|5_5|5|5,
hit:11271_conv:22542,3,anticipating,My husband said he is buying me a new car for my birthday. I can't wait! ,390,Yes! He's buying me a Dodge Charger Hellcat!!! Vrooooom!,5|5|5_5|5|5,
hit:11766_conv:23533,2,anxious,I'm worried about my job interview tomorrow_comma_ I really want this job.  I hate this feeling!,481,I'm sure you will do fine! Just be confident_comma_ what is the job/,5|5|5_5|5|5,
hit:11040_conv:22080,3,hopeful,I just put in an application to get a police dog who failed his training.  I know the process to get one is difficult_comma_ but I'm crossing my fingers,458,Typically it's because they're too friendly or don't respond immediately to commands.  I know the process to get one is difficult_comma_ but I'm crossing my fingers!,5|5|5_4|5|5,
hit:2749_conv:5499,1,surprised,I was startled to find a snake in my yard a few days ago.,225,I walked upon a snake in my backyard a couple of days ago.,5|5|5_4|5|5,
hit:3250_conv:6501,3,joyful,ended up getting a pizza from Costco. I'm so hungry.,1,Not really. I kinda feel like I don't get much_comma_ but their food court stuff is great value for the money.,5|5|5_3|4|5,
hit:2323_conv:4647,3,prepared,The other night I literally fell asleep at my computer writing the first paper of the semester. When I woke up I knew there was no way Id finish it before the due time and so I got ready for my first grade of the term to be a doozy.,227,Yeah_comma_ Im pretty good at recovering from that_comma_ but geez so embarassing as a first impression on the professor!,5|5|5_5|5|5,
hit:11807_conv:23615,1,prepared,We are supposed to have severe storms tomorrow. I put together a storm emergency kit for the basement just in case ,243,We are supposed to get severe thunderstorms tomorrow.,5|5|5_5|5|5,
hit:3073_conv:6147,1,terrified,I few years back I was in a really bad car accident.  I flipped my truck multiple times in a ditch.  It was an extremely scary experience!,277,I few years back I was in a really bad car accident. I flipped my truck multiple times in a ditch. It was an extremely scary experience!,5|5|5_5|5|5,
hit:1350_conv:2700,1,grateful,I am so happy all of my children were born healthy. Everyone isnt so lucky,27,Im so happy my children were born healthy.,5|5|5_5|5|5,
hit:11006_conv:22012,2,trusting,I thought I could rely on my friend to keep my secrets.  Boy_comma_ was I wrong,384,Yeah I hate when people do that. It can ruin things.,5|5|5_4|5|5,
hit:2530_conv:5060,4,proud,I felt happy to see my girlfriend finish her painting. It made her happy also.,296,Wow_comma_ does she sell them anywhere?,5|5|5_3|4|5,
hit:9071_conv:18143,4,jealous,I was discussing phone bills with my friend_comma_ and he told me his parents pay for his bill.,126,Yeah_comma_ I think we all wish that was possible,5|5|5_4|5|5,
hit:11912_conv:23825,4,devastated,couldn't deliver the work project on time,375,You should try to reach out to them.,5|5|5_4|4|4,
hit:12240_conv:24481,2,joyful,I was at the store and I found a twenty dollar bill on the ground! I was so happy,437,Nice_comma_ what did you do with it?,3|5|4_5|5|5,
hit:9381_conv:18762,1,annoyed,I really don't like it when people talk on the phone when at the movies.,4,I really don't like it when people talk on the phone when at the movies.,5|5|5_5|5|5,
hit:8453_conv:16907,2,embarrassed,I accidentally tripped while walking into a restaurant for dinner_comma_ totally ruined my appetite.,478,Man that really stinks. I hope that you are ok!,5|5|5_5|5|5,
hit:1371_conv:2743,1,nostalgic,My childhood holiday to disneyworld,196,I had a wonderful holiday to Disney World when I was about 12.,4|5|5_5|5|5,
hit:3039_conv:6079,2,apprehensive,I was very apprehensive about someone coming to my house this weekend. I felt very uncomfortable and like I would be stepping back in too old patterns,267,How come you were worried about it?,4|4|3_5|5|5,
hit:10621_conv:21242,1,sentimental,I was playing a game recently and it reminded me of old times playing with my grandpa. We'd play Chess for so many hours.,558,I was playing a game recently and it reminded me of old times playing with my grandpa. We'd play Chess for so many hours.,5|5|5_5|5|5,
hit:9768_conv:19536,1,angry,MY new neighbors are so loud. They constantly slam doors all day.,27,My new neighbors slam their doors all day and night,5|5|5_5|5|5,
hit:1747_conv:3494,3,sad,I miss my old job. It was fun.,262,It was fun. I liked my coworkers. And I got good discounts on clothes.,5|5|5_4|4|4,
hit:62_conv:125,1,sad,A few years ago when my grandmother died unexpectedly.,53,My grandmother passed away unexpectedly a few years ago.,4|5|5_5|5|5,
hit:5051_conv:10102,4,terrified,I am afraid of frogs. I know that is weird but they have always scared me.,60,Strange. Next time you have them try them cooked in goose liver fat and scotch. AMAZING!,5|5|5_5|5|5,
hit:1945_conv:3891,3,impressed,my neighboor just bought an expensive mercedes,271,he plays loud music and looks my way with the windows open,5|4|5_3|3|1,
hit:6769_conv:13538,2,prepared,It's always best to be prepared before a big trip.,356,That's smart. You don't want to forget anything. Are you planning a trip soon?,5|5|5_5|5|5,
hit:5097_conv:10194,3,afraid,1,27,IT really hurt my feelings. She was never like that before,5|5|5_5|5|5,
